id,n_ccr_downloaded,n_ccr_missing
CA2400065,4,0
CA2400066,4,0
CA2400071,4,0
CA2400075,4,0
CA2400078,4,0
CA2400079,4,0
CA2400084,4,0
CA2400085,1,3
CA2400091,4,0
CA2400097,4,0
CA2400099,4,0
CA2400113,4,0
CA2400122,4,0
CA2400128,4,0
CA2400134,4,0
CA2400139,4,0
CA2400148,4,0
CA2400154,4,0
CA2400162,4,0
CA2400165,4,0
CA2400166,4,0
CA2400167,4,0
CA2400169,4,0
CA2400170,4,0
CA2400172,4,0
CA2400200,4,0
CA2400201,4,0
CA2400208,1,3
CA2400209,4,0
CA2400211,4,0
CA2400216,4,0
CA2400218,4,0
CA2400219,3,1
CA2400223,4,0
CA2400226,4,0
CA2400231,4,0
CA2400232,4,0
CA2400248,4,0
CA2400255,4,0
CA2400326,2,2
CA2400329,4,0
CA2400330,4,0
CA2400332,4,0
CA2400334,4,0
CA2400335,4,0
CA2400336,4,0
CA2400338,1,3
CA2400339,4,0
CA2400341,1,3
CA2400342,4,0
CA2400343,4,0
CA2410001,4,0
CA2410002,4,0
CA2410003,4,0
CA2410004,4,0
CA2410005,4,0
CA2410006,4,0
CA2410007,4,0
CA2410008,4,0
CA2410009,4,0
CA2410010,4,0
CA2410011,3,1
CA2410012,4,0
CA2410018,4,0
CA2410021,4,0
CA2410700,4,0
CA2500503,1,3
CA2500547,4,0
CA2500911,1,3
CA2510002,1,3
CA2510800,2,2
CA2600501,4,0
CA2600532,4,0
CA2600538,1,3
CA2600546,3,1
CA2600547,4,0
CA2600620,4,0
CA2600621,4,0
CA2600622,3,1
CA2600624,4,0
CA2600699,4,0
CA2600714,3,1
CA2600733,3,1
CA2610001,4,0
CA2610002,4,0
CA2610003,4,0
CA2610004,4,0
CA2610005,4,0
CA2610700,4,0
CA2610701,4,0
CA2700503,4,0
CA2700509,4,0
CA2700511,4,0
CA2700518,4,0
CA2700522,4,0
CA2700523,4,0
CA2700534,4,0
CA2700535,4,0
CA2700541,4,0
CA2700547,4,0
CA2700548,4,0
CA2700558,4,0
CA2700577,4,0
CA2700579,4,0
CA2700586,4,0
CA2700589,4,0
CA2700592,3,1
CA2700594,4,0
CA2700606,4,0
CA2700612,4,0
CA2700622,4,0
CA2700624,1,3
CA2700629,3,1
CA2700634,4,0
CA2700638,4,0
CA2700662,3,1
CA2700663,4,0
CA2700665,4,0
CA2700669,4,0
CA2700674,4,0
CA2700678,4,0
CA2700682,4,0
CA2700686,4,0
CA2700687,4,0
CA2700691,4,0
CA2700702,4,0
CA2700703,4,0
CA2700705,4,0
CA2700709,4,0
CA2700713,4,0
CA2700728,4,0
CA2700731,4,0
CA2700733,4,0
CA2700738,4,0
CA2700740,4,0
CA2700766,4,0
CA2700771,4,0
CA2700772,4,0
CA2700773,4,0
CA2700775,4,0
CA2700787,4,0
CA2700792,4,0
CA2700799,4,0
CA2700837,3,1
CA2700838,4,0
CA2700842,4,0
CA2700853,2,2
CA2700875,4,0
CA2700964,4,0
CA2700970,4,0
CA2700998,4,0
CA2701034,2,2
CA2701040,3,1
CA2701046,4,0
CA2701063,1,3
CA2701068,3,1
CA2701151,4,0
CA2701153,4,0
CA2701172,4,0
CA2701187,4,0
CA2701202,4,0
CA2701214,4,0
CA2701221,4,0
CA2701231,4,0
CA2701241,4,0
CA2701254,4,0
CA2701257,4,0
CA2701263,4,0
CA2701278,4,0
CA2701279,4,0
CA2701280,4,0
CA2701295,4,0
CA2701297,3,1
CA2701310,1,3
CA2701355,4,0
CA2701364,4,0
CA2701367,4,0
CA2701403,4,0
CA2701423,4,0
CA2701452,4,0
CA2701498,4,0
CA2701503,4,0
CA2701515,4,0
CA2701550,4,0
CA2701553,4,0
CA2701570,4,0
CA2701589,3,1
CA2701633,4,0
CA2701647,4,0
CA2701658,2,2
CA2701659,4,0
CA2701670,4,0
CA2701676,4,0
CA2701683,4,0
CA2701687,3,1
CA2701701,3,1
CA2701705,4,0
CA2701726,4,0
CA2701731,4,0
CA2701740,4,0
CA2701742,4,0
CA2701789,4,0
CA2701800,4,0
CA2701820,3,1
CA2701822,4,0
CA2701837,4,0
CA2701876,4,0
CA2701888,4,0
CA2701897,4,0
CA2701898,4,0
CA2701904,4,0
CA2701906,4,0
CA2701918,4,0
CA2701926,4,0
CA2701931,4,0
CA2701935,4,0
CA2701940,4,0
CA2701946,4,0
CA2701956,4,0
CA2701959,4,0
CA2702003,4,0
CA2702004,4,0
CA2702007,4,0
CA2702009,4,0
CA2702026,4,0
CA2702030,4,0
CA2702050,4,0
CA2702055,4,0
CA2702073,4,0
CA2702094,4,0
CA2702110,4,0
CA2702135,4,0
CA2702140,4,0
CA2702148,4,0
CA2702163,4,0
CA2702165,1,3
CA2702172,4,0
CA2702180,4,0
CA2702198,4,0
CA2702256,4,0
CA2702259,4,0
CA2702268,4,0
CA2702293,4,0
CA2702296,3,1
CA2702299,4,0
CA2702315,4,0
CA2702320,4,0
CA2702323,3,1
CA2702325,4,0
CA2702327,4,0
CA2702328,4,0
CA2702336,4,0
CA2702368,4,0
CA2702374,4,0
CA2702388,4,0
CA2702405,4,0
CA2702409,4,0
CA2702412,4,0
CA2702431,4,0
CA2702439,4,0
CA2702456,4,0
CA2702466,3,1
CA2702482,2,2
CA2702487,3,1
CA2702490,4,0
CA2702495,2,2
CA2702496,3,1
CA2702520,4,0
CA2702521,4,0
CA2702539,4,0
CA2702550,4,0
CA2702554,4,0
CA2702571,4,0
CA2702584,4,0
CA2702588,4,0
CA2702607,2,2
CA2702608,4,0
CA2702609,1,3
CA2702613,4,0
CA2702615,4,0
CA2702620,4,0
CA2702641,1,3
CA2702816,4,0
CA2703132,3,1
CA2704520,3,1
CA2710001,4,0
CA2710004,4,0
CA2710005,4,0
CA2710006,4,0
CA2710007,4,0
CA2710008,4,0
CA2710009,4,0
CA2710010,4,0
CA2710011,4,0
CA2710012,4,0
CA2710013,4,0
CA2710016,4,0
CA2710017,4,0
CA2710018,4,0
CA2710019,4,0
CA2710020,4,0
CA2710021,4,0
CA2710022,4,0
CA2710023,4,0
CA2710300,4,0
CA2710702,4,0
CA2710705,4,0
CA2710850,4,0
CA2710851,4,0
CA2800023,2,2
CA2800035,4,0
CA2800039,4,0
CA2800040,4,0
CA2800516,4,0
CA2800521,1,3
CA2800526,4,0
CA2800527,4,0
CA2800528,4,0
CA2800530,2,2
CA2800532,4,0
CA2800543,4,0
CA2800625,2,2
CA2801016,3,1
CA2801080,4,0
CA2810001,3,1
CA2810002,1,3
CA2810004,2,2
CA2810005,1,3
CA2810007,2,2
CA2810012,2,2
CA2810013,3,1
CA2810302,1,3
CA2900502,2,2
CA2900530,2,2
CA2900531,1,3
CA2900562,1,3
CA2910001,3,1
CA2910002,2,2
CA2910003,1,3
CA2910004,2,2
CA2910006,2,2
CA2910010,1,3
CA2910011,4,0
CA2910013,3,1
CA2910014,2,2
CA2910016,2,2
CA2910023,2,2
CA3000519,4,0
CA3000585,4,0
CA3000618,4,0
CA3000734,4,0
CA3000825,3,1
CA3000980,4,0
CA3010001,4,0
CA3010002,4,0
CA3010003,4,0
CA3010004,4,0
CA3010008,4,0
CA3010010,4,0
CA3010017,4,0
CA3010018,4,0
CA3010022,4,0
CA3010023,4,0
CA3010027,4,0
CA3010030,4,0
CA3010035,4,0
CA3010036,3,1
CA3010037,4,0
CA3010038,4,0
CA3010041,4,0
CA3010042,4,0
CA3010046,4,0
CA3010047,4,0
CA3010053,4,0
CA3010062,4,0
CA3010064,3,1
CA3010068,4,0
CA3010069,4,0
CA3010073,4,0
CA3010079,4,0
CA3010082,4,0
CA3010092,4,0
CA3010094,3,1
CA3010097,4,0
CA3010100,4,0
CA3010101,4,0
CA3100014,1,3
CA3100029,2,2
CA3100038,1,3
CA3100041,1,3
CA3100528,1,3
CA3103310,1,3
CA3103836,2,2
CA3107339,2,2
CA3110001,1,3
CA3110003,1,3
CA3110004,2,2
CA3110005,4,0
CA3110006,4,0
CA3110008,4,0
CA3110010,2,2
CA3110011,3,1
CA3110012,1,3
CA3110013,2,2
CA3110015,1,3
CA3110017,3,1
CA3110018,1,3
CA3110019,1,3
CA3110020,2,2
CA3110022,3,1
CA3110023,1,3
CA3110024,4,0
CA3110025,3,1
CA3110026,3,1
CA3110029,1,3
CA3110031,1,3
CA3110034,1,3
CA3110035,1,3
CA3110036,3,1
CA3110040,4,0
CA3110041,4,0
CA3110042,1,3
CA3110043,2,2
CA3110044,2,2
CA3110047,1,3
CA3110048,3,1
CA3110049,1,3
CA3110050,4,0
CA3110124,4,0
CA3110150,4,0
CA3200102,2,2
CA3200104,2,2
CA3200107,2,2
CA3200114,3,1
CA3200127,2,2
CA3200134,1,3
CA3200510,2,2
CA3205001,4,0
CA3205003,2,2
CA3205006,1,3
CA3210001,2,2
CA3210003,2,2
CA3210004,2,2
CA3210005,2,2
CA3210006,3,1
CA3210010,2,2
CA3210011,1,3
CA3301011,1,3
CA3301018,4,0
CA3301028,4,0
CA3301031,2,2
CA3301040,3,1
CA3301045,2,2
CA3301055,4,0
CA3301107,4,0
CA3301114,3,1
CA3301115,4,0
CA3301169,3,1
CA3301171,4,0
CA3301180,3,1
CA3301209,4,0
CA3301226,4,0
CA3301267,4,0
CA3301280,2,2
CA3301283,4,0
CA3301294,4,0
CA3301330,2,2
CA3301355,4,0
CA3301381,4,0
CA3301428,2,2
CA3301482,4,0
CA3301491,3,1
CA3301502,3,1
CA3301511,4,0
CA3301512,3,1
CA3301528,4,0
CA3301529,1,3
CA3301534,4,0
CA3301535,2,2
CA3301541,4,0
CA3301577,3,1
CA3301588,4,0
CA3301630,2,2
CA3301676,4,0
CA3301682,3,1
CA3301717,3,1
CA3301775,3,1
CA3301800,4,0
CA3301863,4,0
CA3301879,4,0
CA3301943,3,1
CA3301990,4,0
CA3303003,4,0
CA3303035,4,0
CA3310001,4,0
CA3310002,3,1
CA3310003,2,2
CA3310004,4,0
CA3310005,4,0
CA3310006,4,0
CA3310007,4,0
CA3310008,4,0
CA3310009,4,0
CA3310012,4,0
CA3310016,4,0
CA3310017,3,1
CA3310018,3,1
CA3310019,1,3
CA3310020,4,0
CA3310021,4,0
CA3310022,4,0
CA3310025,4,0
CA3310026,4,0
CA3310028,4,0
CA3310030,2,2
CA3310031,4,0
CA3310032,3,1
CA3310033,4,0
CA3310036,4,0
CA3310037,4,0
CA3310038,4,0
CA3310040,4,0
CA3310044,4,0
CA3310046,4,0
CA3310047,4,0
CA3310048,4,0
CA3310049,4,0
CA3310051,4,0
CA3310052,4,0
CA3310074,4,0
CA3310076,4,0
CA3310078,4,0
CA3310080,4,0
CA3310081,4,0
CA3310800,4,0
CA3310801,3,1
CA3310802,4,0
CA3400101,4,0
CA3400106,4,0
CA3400107,4,0
CA3400128,2,2
CA3400135,1,3
CA3400139,4,0
CA3400149,2,2
CA3400156,4,0
CA3400173,4,0
CA3400180,4,0
CA3400229,4,0
CA3400232,3,1
CA3400331,3,1
CA3400342,4,0
CA3400364,4,0
CA3400433,1,3
CA3400473,4,0
CA3410001,4,0
CA3410002,4,0
CA3410003,4,0
CA3410004,3,1
CA3410005,2,2
CA3410006,1,3
CA3410007,3,1
CA3410008,3,1
CA3410009,2,2
CA3410010,4,0
CA3410011,2,2
CA3410012,4,0
CA3410013,4,0
CA3410014,3,1
CA3410015,4,0
CA3410017,4,0
CA3410018,3,1
CA3410020,3,1
CA3410021,3,1
CA3410022,2,2
CA3410023,4,0
CA3410026,3,1
CA3410027,4,0
CA3410029,4,0
CA3410030,3,1
CA3410031,4,0
CA3410032,4,0
CA3410033,3,1
CA3410045,4,0
CA3410047,4,0
CA3410704,4,0
CA3500006,4,0
CA3500505,4,0
CA3500509,4,0
CA3500510,4,0
CA3500511,4,0
CA3500521,4,0
CA3500527,4,0
CA3500549,4,0
CA3500550,4,0
CA3500552,4,0
CA3500556,4,0
CA3500562,4,0
CA3500570,1,3
CA3500571,4,0
CA3500575,4,0
CA3500576,4,0
CA3500578,4,0
CA3500579,4,0
CA3500581,4,0
CA3500801,3,1
CA3500810,4,0
CA3500823,4,0
CA3500825,4,0
CA3500830,4,0
CA3500836,4,0
CA3500900,4,0
CA3500904,4,0
CA3500905,4,0
CA3500910,4,0
CA3500911,4,0
CA3500912,4,0
CA3500913,4,0
CA3500925,4,0
CA3510001,4,0
CA3510002,4,0
CA3510003,4,0
CA3510004,3,1
CA3510006,4,0
CA3600008,3,1
CA3600009,3,1
CA3600010,4,0
CA3600012,4,0
CA3600022,2,2
CA3600025,3,1
CA3600031,3,1
CA3600064,4,0
CA3600070,1,3
CA3600086,4,0
CA3600087,4,0
CA3600088,4,0
CA3600089,1,3
CA3600094,1,3
CA3600107,3,1
CA3600108,3,1
CA3600114,3,1
CA3600123,4,0
CA3600139,3,1
CA3600152,4,0
CA3600155,4,0
CA3600156,4,0
CA3600157,3,1
CA3600158,1,3
CA3600166,2,2
CA3600172,3,1
CA3600180,4,0
CA3600184,3,1
CA3600185,2,2
CA3600187,2,2
CA3600196,3,1
CA3600209,1,3
CA3600215,3,1
CA3600220,3,1
CA3600222,4,0
CA3600226,3,1
CA3600258,3,1
CA3600260,3,1
CA3600262,4,0
CA3600270,4,0
CA3600279,4,0
CA3600283,4,0
CA3600301,4,0
CA3600306,4,0
CA3600308,3,1
CA3600345,2,2
CA3600372,1,3
CA3600382,4,0
CA3600383,4,0
CA3600385,3,1
CA3600386,4,0
CA3600395,4,0
CA3600397,2,2
CA3600399,3,1
CA3600400,4,0
CA3600446,3,1
CA3600504,4,0
CA3600785,4,0
CA3601010,4,0
CA3601015,4,0
CA3601036,4,0
CA3601045,4,0
CA3601048,2,2
CA3601085,4,0
CA3601182,3,1
CA3610001,4,0
CA3610002,4,0
CA3610003,4,0
CA3610004,4,0
CA3610005,4,0
CA3610008,4,0
CA3610009,4,0
CA3610011,3,1
CA3610012,4,0
CA3610013,4,0
CA3610014,3,1
CA3610015,3,1
CA3610016,3,1
CA3610018,4,0
CA3610021,3,1
CA3610022,4,0
CA3610023,4,0
CA3610024,4,0
CA3610025,4,0
CA3610026,4,0
CA3610028,4,0
CA3610029,4,0
CA3610030,4,0
CA3610031,4,0
CA3610032,4,0
CA3610033,4,0
CA3610034,4,0
CA3610036,4,0
CA3610037,3,1
CA3610038,4,0
CA3610039,4,0
CA3610041,4,0
CA3610043,4,0
CA3610044,4,0
CA3610045,4,0
CA3610046,4,0
CA3610047,4,0
CA3610048,4,0
CA3610049,3,1
CA3610050,4,0
CA3610051,4,0
CA3610052,4,0
CA3610053,4,0
CA3610055,4,0
CA3610057,4,0
CA3610060,4,0
CA3610062,4,0
CA3610063,4,0
CA3610064,4,0
CA3610073,4,0
CA3610082,4,0
CA3610085,4,0
CA3610093,4,0
CA3610105,4,0
CA3610107,4,0
CA3610108,4,0
CA3610109,4,0
CA3610110,4,0
CA3610112,4,0
CA3610114,4,0
CA3610117,3,1
CA3610118,4,0
CA3610120,4,0
CA3610121,4,0
CA3610125,4,0
CA3610701,4,0
CA3610702,4,0
CA3610703,3,1
CA3610705,4,0
CA3610800,4,0
CA3610801,4,0
CA3610850,4,0
CA3610851,4,0
CA3610854,4,0
CA3700041,4,0
CA3700071,4,0
CA3700073,2,2
CA3700074,4,0
CA3700174,4,0
CA3700291,1,3
CA3700422,3,1
CA3700859,4,0
CA3700866,3,1
CA3700897,2,2
CA3700900,4,0
CA3700905,3,1
CA3700906,2,2
CA3700909,2,2
CA3700918,3,1
CA3700919,4,0
CA3700922,4,0
CA3700923,4,0
CA3700924,4,0
CA3700933,2,2
CA3700934,4,0
CA3700936,4,0
CA3700937,4,0
CA3700938,4,0
CA3700958,2,2
CA3700962,3,1
CA3700968,4,0
CA3701010,4,0
CA3701184,4,0
CA3701341,3,1
CA3701408,4,0
CA3701476,1,3
CA3701747,2,2
CA3701780,3,1
CA3701793,2,2
CA3701837,2,2
CA3701934,3,1
CA3701961,4,0
CA3701982,1,3
CA3701988,2,2
CA3701995,2,2
CA3702104,1,3
CA3702236,4,0
CA3702338,3,1
CA3702354,4,0
CA3710001,4,0
CA3710002,4,0
CA3710004,4,0
CA3710005,4,0
CA3710006,4,0
CA3710008,4,0
CA3710009,4,0
CA3710010,4,0
CA3710011,4,0
CA3710012,3,1
CA3710013,2,2
CA3710014,4,0
CA3710015,4,0
CA3710016,4,0
CA3710018,2,2
CA3710019,4,0
CA3710020,4,0
CA3710021,4,0
CA3710023,2,2
CA3710025,4,0
CA3710026,4,0
CA3710027,4,0
CA3710029,4,0
CA3710034,4,0
CA3710036,4,0
CA3710037,4,0
CA3710039,3,1
CA3710041,4,0
CA3710044,2,2
CA3710047,4,0
CA3710700,4,0
CA3710702,4,0
CA3710707,4,0
CA3710750,4,0
CA3710800,4,0
CA3710802,4,0
CA3810003,4,0
CA3810010,3,1
CA3810011,4,0
CA3810700,3,1
CA3810702,4,0
CA3900504,1,3
CA3900505,3,1
CA3900512,1,3
CA3900517,1,3
CA3900523,1,3
CA3900543,1,3
CA3900558,1,3
CA3900559,1,3
CA3900561,4,0
CA3900563,1,3
CA3900568,4,0
CA3900569,3,1
CA3900579,1,3
CA3900586,1,3
CA3900596,1,3
CA3900602,3,1
CA3900606,4,0
CA3900607,4,0
CA3900624,4,0
CA3900637,1,3
CA3900649,1,3
CA3900653,1,3
CA3900661,4,0
CA3900664,2,2
CA3900682,4,0
CA3900702,1,3
CA3900705,4,0
CA3900714,1,3
CA3900720,1,3
CA3900722,1,3
CA3900724,1,3
CA3900732,1,3
CA3900755,4,0
CA3900762,4,0
CA3900805,2,2
CA3900813,4,0
CA3900835,4,0
CA3900837,1,3
CA3900842,4,0
CA3900844,1,3
CA3900907,4,0
CA3900921,2,2
CA3900927,1,3
CA3900964,4,0
CA3900983,4,0
CA3900991,2,2
CA3901031,4,0
CA3901074,4,0
CA3901075,1,3
CA3901081,2,2
CA3901092,1,3
CA3901113,1,3
CA3901114,4,0
CA3901159,1,3
CA3901172,1,3
CA3901213,4,0
CA3901215,4,0
CA3901216,1,3
CA3901217,4,0
CA3901248,1,3
CA3901276,1,3
CA3901303,1,3
CA3901304,2,2
CA3901322,1,3
CA3901337,1,3
CA3901348,1,3
CA3901474,3,1
CA3910001,4,0
CA3910002,1,3
CA3910003,4,0
CA3910004,4,0
CA3910005,4,0
CA3910007,4,0
CA3910008,4,0
CA3910009,1,3
CA3910010,1,3
CA3910011,4,0
CA3910012,4,0
CA3910014,1,3
CA3910015,2,2
CA3910017,1,3
CA3910018,4,0
CA3910019,3,1
CA3910020,4,0
CA3910022,3,1
CA3910023,2,2
CA3910024,1,3
CA3910027,2,2
CA3910701,3,1
CA3910803,3,1
CA4000202,4,0
CA4000203,4,0
CA4000213,4,0
CA4000214,1,3
CA4000222,4,0
CA4000226,4,0
CA4000230,3,1
CA4000501,2,2
CA4000506,2,2
CA4000507,2,2
CA4000523,3,1
CA4000554,4,0
CA4000568,4,0
CA4000637,3,1
CA4000648,1,3
CA4000649,4,0
CA4000650,4,0
CA4000653,3,1
CA4000654,4,0
CA4000670,4,0
CA4000675,4,0
CA4000678,4,0
CA4000693,4,0
CA4000716,2,2
CA4000732,4,0
CA4000741,3,1
CA4000744,4,0
CA4000749,4,0
CA4000765,4,0
CA4000771,4,0
CA4000774,4,0
CA4000775,4,0
CA4000789,4,0
CA4000802,4,0
CA4000803,4,0
CA4000805,4,0
CA4000808,4,0
CA4000815,4,0
CA4000834,3,1
CA4000837,3,1
CA4000839,2,2
CA4000844,2,2
CA4010001,3,1
CA4010002,4,0
CA4010003,3,1
CA4010004,3,1
CA4010005,4,0
CA4010006,4,0
CA4010007,4,0
CA4010008,4,0
CA4010009,4,0
CA4010010,3,1
CA4010011,4,0
CA4010012,3,1
CA4010014,4,0
CA4010015,4,0
CA4010016,4,0
CA4010017,4,0
CA4010018,4,0
CA4010019,4,0
CA4010023,4,0
CA4010024,4,0
CA4010025,4,0
CA4010026,4,0
CA4010027,4,0
CA4010028,4,0
CA4010040,4,0
CA4010081,4,0
CA4010830,3,1
CA4010832,3,1
CA4010901,4,0
CA4100503,3,1
CA4100509,4,0
CA4100512,3,1
CA4100513,1,3
CA4100522,4,0
CA4100529,4,0
CA4100536,2,2
CA4100538,4,0
CA4100551,2,2
CA4100555,4,0
CA4100582,4,0
CA4100583,4,0
CA4100603,2,2
CA4100605,4,0
CA4110001,4,0
CA4110002,4,0
CA4110003,4,0
CA4110005,4,0
CA4110006,4,0
CA4110007,4,0
CA4110008,4,0
CA4110009,4,0
CA4110010,4,0
CA4110011,4,0
CA4110012,1,3
CA4110013,4,0
CA4110016,1,3
CA4110017,4,0
CA4110018,3,1
CA4110019,3,1
CA4110020,4,0
CA4110021,4,0
CA4110022,3,1
CA4110023,4,0
CA4110024,2,2
CA4110025,4,0
CA4110027,4,0
CA4200505,4,0
CA4200531,4,0
CA4200556,4,0
CA4200560,4,0
CA4200572,3,1
CA4200578,2,2
CA4200579,4,0
CA4200580,1,3
CA4200612,4,0
CA4200616,2,2
CA4200618,2,2
CA4200619,4,0
CA4200633,3,1
CA4200678,2,2
CA4200693,3,1
CA4200702,4,0
CA4200703,1,3
CA4200714,2,2
CA4200721,4,0
CA4200731,2,2
CA4200733,3,1
CA4200800,4,0
CA4200802,2,2
CA4200804,4,0
CA4200807,2,2
CA4200814,1,3
CA4200822,4,0
CA4200827,3,1
CA4200837,4,0
CA4200842,4,0
CA4200848,4,0
CA4200851,1,3
CA4200862,2,2
CA4200867,4,0
CA4200870,4,0
CA4200881,2,2
CA4200885,4,0
CA4200891,3,1
CA4200918,3,1
CA4200924,4,0
CA4200961,4,0
CA4200969,2,2
CA4210001,2,2
CA4210002,4,0
CA4210003,4,0
CA4210004,4,0
CA4210005,4,0
CA4210006,4,0
CA4210007,3,1
CA4210009,3,1
CA4210010,4,0
CA4210011,4,0
CA4210013,4,0
CA4210016,4,0
CA4210017,4,0
CA4210018,4,0
CA4210019,4,0
CA4210020,3,1
CA4210021,4,0
CA4210022,4,0
CA4210024,4,0
CA4210700,3,1
CA4300516,4,0
CA4300517,4,0
CA4300520,2,2
CA4300521,3,1
CA4300522,2,2
CA4300525,4,0
CA4300526,3,1
CA4300542,4,0
CA4300543,3,1
CA4300545,4,0
CA4300550,4,0
CA4300551,4,0
CA4300560,3,1
CA4300562,3,1
CA4300567,4,0
CA4300571,4,0
CA4300575,4,0
CA4300577,4,0
CA4300578,2,2
CA4300603,4,0
CA4300605,3,1
CA4300608,1,3
CA4300610,2,2
CA4300611,4,0
CA4300615,4,0
CA4300630,1,3
CA4300637,4,0
CA4300638,4,0
CA4300716,2,2
CA4300721,2,2
CA4300740,4,0
CA4300741,1,3
CA4300760,2,2
CA4300770,1,3
CA4300771,3,1
CA4300779,3,1
CA4300783,4,0
CA4300791,4,0
CA4300792,2,2
CA4300808,4,0
CA4300814,3,1
CA4300816,4,0
CA4300834,1,3
CA4300859,1,3
CA4300909,4,0
CA4300912,4,0
CA4300924,4,0
CA4300929,4,0
CA4300941,4,0
CA4300951,3,1
CA4300957,2,2
CA4300964,2,2
CA4300971,3,1
CA4300976,2,2
CA4300978,3,1
CA4300979,4,0
CA4300986,4,0
CA4300988,4,0
CA4300992,4,0
CA4300993,4,0
CA4300994,4,0
CA4300997,4,0
CA4300999,2,2
CA4301004,4,0
CA4301013,2,2
CA4301014,4,0
CA4310001,4,0
